City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
301,dori,-0.0345,14.0354,33.2,20,15,2.72,BF,2023-10-15 17:38:08
302,hithadhoo,73.0833,-0.6,27.58,76,23,7.6,MV,2023-10-15 17:38:09
303,thief river falls,-96.1812,48.1191,15.96,44,0,7.2,US,2023-10-15 17:38:10
304,sola,167.55,-13.8833,28.37,84,75,0.0,VU,2023-10-15 17:38:10
305,itoman,127.6694,26.1247,24.01,79,40,3.6,JP,2023-10-15 17:38:11
306,amga,131.9608,60.8953,-7.23,70,8,0.89,RU,2023-10-15 17:38:11
307,souillac,57.5167,-20.5167,20.21,88,20,2.06,MU,2023-10-15 17:38:12
308,hirara,125.2833,24.8,25.15,57,100,6.69,JP,2023-10-15 17:38:13
309,zaozersk,32.4476,69.4005,2.84,90,97,4.75,RU,2023-10-15 17:38:13
310,andovoranto,49.1,-18.95,23.54,89,96,3.24,MG,2023-10-15 17:38:14
311,ulsteinvik,5.8487,62.3432,7.64,79,100,4.02,NO,2023-10-15 17:38:14
312,lashio,97.75,22.9333,15.36,98,4,0.53,MM,2023-10-15 17:38:15
313,san rafael del sur,-86.4384,11.8485,27.54,85,100,3.14,NI,2023-10-15 17:38:15
314,san pedro del parana,-56.2,-26.8333,25.22,81,57,2.78,PY,2023-10-15 17:38:16
315,margate,1.3862,51.3813,9.3,59,71,2.71,GB,2023-10-15 17:38:16
316,kaitong,123.15,44.8135,3.04,32,0,3.51,CN,2023-10-15 17:38:17
317,mount isa,139.5,-20.7333,23.87,22,18,6.69,AU,2023-10-15 17:38:17
318,masterton,175.6575,-40.9597,14.38,52,92,5.68,NZ,2023-10-15 17:38:17
319,tulun,100.5792,54.5611,2.53,97,100,3.6,RU,2023-10-15 17:38:18
320,kamina,24.9906,-8.7386,19.33,89,85,2.73,CD,2023-10-15 17:38:18
321,stilfontein,26.7683,-26.8449,15.39,81,56,4.97,ZA,2023-10-15 17:38:19
322,mochudi,26.15,-24.4167,19.04,76,29,5.59,BW,2023-10-15 17:38:19
323,tibro,14.1616,58.4245,2.09,87,38,1.7,SE,2023-10-15 17:38:20
324,rio grande,-52.0986,-32.035,20.06,87,40,8.83,BR,2023-10-15 17:38:20
325,cidreira,-50.2056,-30.1811,18.22,86,12,10.12,BR,2023-10-15 17:38:21
326,thunder bay,-89.3168,48.4001,8.99,71,75,5.14,CA,2023-10-15 17:38:21
327,rajbiraj,86.75,26.5333,22.0,80,65,2.99,NP,2023-10-15 17:38:22
328,topolobampo,-109.05,25.6,33.95,43,0,6.17,MX,2023-10-15 17:38:22
329,jilib,42.7854,0.4883,24.84,90,85,2.51,SO,2023-10-15 17:38:23
330,ocean shores,-124.1563,46.9737,15.57,93,100,1.79,US,2023-10-15 17:38:23
331,minas de marcona,-75.1103,-15.2119,17.1,70,18,5.36,PE,2023-10-15 17:38:24
332,kotli,73.9167,33.5167,17.94,57,100,2.18,PK,2023-10-15 17:38:24
333,mejit,170.8646,10.2753,28.01,75,18,4.76,MH,2023-10-15 17:38:25
334,klyuchi,79.1667,52.2667,4.2,77,20,2.96,RU,2023-10-15 17:38:25
335,yeniseysk,92.1703,58.4497,6.08,70,100,2.24,RU,2023-10-15 17:38:26
336,port sudan,37.2164,19.6175,27.87,70,0,5.36,SD,2023-10-15 17:38:26
337,onega,38.1404,63.9061,4.3,78,65,6.71,RU,2023-10-15 17:38:27
338,rabo de peixe,-25.5833,37.8,22.73,99,75,11.83,PT,2023-10-15 17:38:27
339,hasaki,140.8333,35.7333,12.22,64,0,1.3,JP,2023-10-15 17:38:28
340,ribas do rio pardo,-53.7592,-20.4431,28.2,53,82,2.01,BR,2023-10-15 17:38:28
341,huarmey,-78.1522,-10.0681,20.76,81,68,4.15,PE,2023-10-15 17:38:29
342,luganville,167.1667,-15.5333,26.91,82,81,4.95,VU,2023-10-15 17:38:29
343,petauke,31.3253,-14.2426,26.39,48,85,4.67,ZM,2023-10-15 17:38:30
344,yarmouth,-70.2286,41.7057,15.03,72,0,5.36,US,2023-10-15 17:38:30
345,praia da vitoria,-27.0667,38.7333,22.64,88,40,16.52,PT,2023-10-15 17:37:13
346,labrador city,-66.9114,52.9463,4.95,87,100,7.72,CA,2023-10-15 17:34:15
347,talikota,76.3167,16.4833,25.28,59,95,3.7,IN,2023-10-15 17:38:32
348,mukalla,49.1242,14.5425,26.3,79,67,1.34,YE,2023-10-15 17:38:32
349,ola,151.2833,59.5833,1.34,67,100,2.98,RU,2023-10-15 17:37:56
350,susuman,148.1667,62.7833,-9.45,83,100,0.89,RU,2023-10-15 17:38:33
351,imperatriz,-47.4917,-5.5264,34.03,49,20,0.0,BR,2023-10-15 17:38:33
352,pedernales,-71.744,18.0384,28.42,78,80,0.61,DO,2023-10-15 17:38:34
353,faya-largeau,19.1043,17.9257,29.34,21,34,5.67,TD,2023-10-15 17:38:34
354,san fernando de apure,-67.4724,7.8878,26.34,88,42,2.34,VE,2023-10-15 17:38:35
355,okakarara,17.4333,-20.5833,19.28,14,100,4.61,NA,2023-10-15 17:38:35
356,verkhniy mamon,40.3832,50.1635,10.76,55,0,3.53,RU,2023-10-15 17:38:36
357,boonville,-92.7432,38.9736,13.74,62,100,3.6,US,2023-10-15 17:38:37
358,ancud,-73.8203,-41.8697,10.06,77,46,3.31,CL,2023-10-15 17:33:58
359,fairfield,-73.3162,41.2668,14.4,63,100,6.17,US,2023-10-15 17:38:38
360,zaltan,11.8665,32.947,23.31,53,0,3.99,LY,2023-10-15 17:38:38
361,nova xavantina,-52.35,-14.6667,30.45,44,48,0.6,BR,2023-10-15 17:38:39
362,al hamul,31.1477,31.3115,21.05,67,0,2.75,EG,2023-10-15 17:38:39
363,concepcion del oro,-101.4167,24.6333,22.24,38,50,1.97,MX,2023-10-15 17:38:40
364,arboletes,-76.4269,8.8505,28.84,78,42,2.53,CO,2023-10-15 17:38:40
365,belyy yar,91.3903,53.6039,5.94,81,0,4.0,RU,2023-10-15 17:38:41
366,argo,22.7333,37.6333,19.3,72,0,1.8,GR,2023-10-15 17:38:41
367,galashiels,-2.807,55.6146,6.4,89,76,2.33,GB,2023-10-15 17:35:40
368,anjar,70.0167,23.1333,25.4,75,0,2.69,IN,2023-10-15 17:38:42
369,qarazhal,70.7903,48.0078,4.97,69,55,1.76,KZ,2023-10-15 17:38:43
370,chernyshevskiy,112.4714,63.0128,-0.28,99,100,2.51,RU,2023-10-15 17:38:43
371,yanaul,54.9309,56.2719,11.85,87,100,6.89,RU,2023-10-15 17:38:44
372,lugovoy,72.7644,42.9472,6.6,50,7,1.65,KZ,2023-10-15 17:38:44
373,la ronge,-105.2842,55.1001,13.14,47,20,6.17,CA,2023-10-15 17:38:45
374,dul'durga,113.5931,50.6761,0.32,63,43,1.21,RU,2023-10-15 17:38:45
375,aliganj,79.1833,27.5,24.88,54,61,2.46,IN,2023-10-15 17:38:45
376,nova sintra,-24.7167,14.8667,24.89,73,100,4.38,CV,2023-10-15 17:38:46
377,bishkek,74.59,42.87,0.11,42,19,0.34,KG,2023-10-15 17:38:46
378,mabaruma,-59.7833,8.2,27.51,80,6,2.85,GY,2023-10-15 17:38:47
379,dryden,-92.7503,49.7833,11.16,62,0,3.09,CA,2023-10-15 17:38:47
380,tokar,37.729,18.4254,29.37,70,48,6.18,SD,2023-10-15 17:38:48
381,qujing,103.7833,25.4833,12.68,93,100,1.17,CN,2023-10-15 17:38:48
382,waingapu,120.2641,-9.6567,24.75,85,24,2.85,ID,2023-10-15 17:38:49
383,dukhan,50.7858,25.4297,29.27,58,0,2.62,QA,2023-10-15 17:38:49
384,juan griego,-63.9655,11.0817,38.07,44,27,5.14,VE,2023-10-15 17:38:50
385,finote selam,37.2667,10.7,14.36,91,89,1.38,ET,2023-10-15 17:38:50
386,kish,54.0194,26.5578,28.15,78,0,0.0,IR,2023-10-15 17:38:51
387,bryne,5.6477,58.7354,6.66,83,75,8.23,NO,2023-10-15 17:38:52
388,vorkuta,64.0,67.5,-0.69,97,100,5.64,RU,2023-10-15 17:38:52
389,abraveses,-7.921,40.6814,15.6,83,100,0.67,PT,2023-10-15 17:38:52
390,sinabang,96.3801,2.4803,25.33,87,99,3.28,ID,2023-10-15 17:38:53
391,jalai nur,117.7,49.45,1.17,50,68,1.76,CN,2023-10-15 17:38:53
392,klintsy,32.2393,52.7602,11.04,71,100,2.87,RU,2023-10-15 17:38:54
393,el jadid,-8.506,33.2549,22.31,77,65,3.04,MA,2023-10-15 17:38:54
394,raduzhny,77.475,62.0961,0.4,94,44,1.95,RU,2023-10-15 17:38:55
395,morteros,-61.9986,-30.7116,28.9,25,70,3.97,AR,2023-10-15 17:38:55
396,kimbe,150.1429,-5.5502,26.02,86,99,0.57,PG,2023-10-15 17:38:56
397,kapuskasing,-82.4331,49.4169,6.0,87,100,7.2,CA,2023-10-15 17:38:57
398,kodinsk,99.1844,58.6881,4.69,91,100,3.15,RU,2023-10-15 17:38:57
399,chibougamau,-74.3659,49.9168,12.79,67,20,6.17,CA,2023-10-15 17:38:58
400,bac lieu,105.7244,9.285,25.4,91,100,2.85,VN,2023-10-15 17:38:58
401,geraldton,114.6,-28.7667,22.23,16,79,4.12,AU,2023-10-15 17:38:59
402,alesund,6.1549,62.4723,7.64,78,40,8.75,NO,2023-10-15 17:39:00
403,ghat,10.1728,24.9647,26.17,20,49,1.91,LY,2023-10-15 17:39:00
404,ponoka,-113.5815,52.6768,19.38,39,25,4.4,CA,2023-10-15 17:39:00
405,olinda,-34.8553,-8.0089,26.85,65,40,6.17,BR,2023-10-15 17:39:01
406,nuku'alofa,-175.2,-21.1333,25.19,73,40,6.17,TO,2023-10-15 17:39:01
407,charters towers,146.2667,-20.1,22.64,62,59,5.61,AU,2023-10-15 17:39:02
408,suncho corral,-63.4294,-27.9336,35.05,25,42,3.1,AR,2023-10-15 17:39:02
409,vaggeryd,14.1484,57.4981,4.13,87,35,1.69,SE,2023-10-15 17:39:03
410,korla,86.1469,41.7597,13.54,37,12,5.57,CN,2023-10-15 17:39:03
411,broken hill,141.4333,-31.95,13.89,67,28,9.01,AU,2023-10-15 17:39:04
412,riviere-du-loup,-69.5342,47.8304,10.15,87,100,6.17,CA,2023-10-15 17:35:13
413,taroa,171.2275,8.7058,28.2,74,23,3.79,MH,2023-10-15 17:39:05
414,vila velha,-40.2925,-20.3297,22.97,99,100,2.57,BR,2023-10-15 17:38:04
415,tromso,18.957,69.6496,4.01,81,75,4.63,NO,2023-10-15 17:34:58
416,nantucket,-70.0995,41.2835,14.08,71,0,7.72,US,2023-10-15 17:39:06
417,ocean acres,-74.281,39.7435,16.01,63,78,0.89,US,2023-10-15 17:39:07
418,tofol,163.0078,5.3248,27.23,79,100,6.41,FM,2023-10-15 17:39:07
419,taoudenni,-3.9836,22.6783,30.34,16,0,3.59,ML,2023-10-15 17:39:08
420,hovd,91.6419,48.0056,1.45,45,46,4.0,MN,2023-10-15 17:39:08
421,noosa heads,153.15,-26.3833,23.52,78,17,5.52,AU,2023-10-15 17:39:09
422,patia,-77.0527,2.069,25.92,74,100,0.25,CO,2023-10-15 17:39:09
423,krasnaya gorbatka,41.7641,55.8703,9.99,85,100,3.03,RU,2023-10-15 17:39:10
424,sagua de tanamo,-75.2414,20.5819,27.74,80,100,0.97,CU,2023-10-15 17:39:10
425,ghanzi,21.7833,-21.5667,24.46,12,100,6.64,BW,2023-10-15 17:39:11
426,caravaca,-1.8634,38.1056,19.51,59,98,1.13,ES,2023-10-15 17:39:11
427,gebeit,36.3167,21.0667,23.59,53,0,2.24,SD,2023-10-15 17:39:12
428,luderitz,15.1594,-26.6481,14.87,80,0,2.9,NA,2023-10-15 17:39:12
429,saint-francois,3.9054,46.4154,7.04,76,0,2.06,FR,2023-10-15 17:39:12
430,ketchikan,-131.6461,55.3422,12.99,94,75,4.12,US,2023-10-15 17:39:13
431,touros,-35.4608,-5.1989,25.36,79,99,8.75,BR,2023-10-15 17:39:13
432,lianyuan,111.6642,27.6883,17.68,64,0,0.4,CN,2023-10-15 17:39:14
433,pallikondai,78.9333,12.9167,23.36,95,89,0.64,IN,2023-10-15 17:39:15
434,el tigre,-64.2454,8.8875,29.8,54,77,1.71,VE,2023-10-15 17:39:16
435,mitu,-70.1733,1.1983,26.27,78,80,1.52,CO,2023-10-15 17:39:16
436,jiexiu,111.9125,37.0244,13.37,30,0,0.7,CN,2023-10-15 17:39:17
437,kerikeri,173.9474,-35.2268,17.73,87,15,0.45,NZ,2023-10-15 17:39:17
438,kudymkar,54.656,59.0173,11.16,92,100,5.36,RU,2023-10-15 17:39:18
439,murun-kuren,100.1625,49.6342,3.81,50,36,4.53,MN,2023-10-15 17:39:18
440,okhotsk,143.3,59.3833,2.29,76,100,4.88,RU,2023-10-15 17:39:19
441,quezon,125.0989,7.7303,22.71,95,55,0.5,PH,2023-10-15 17:39:19
442,tangalle,80.7911,6.024,24.09,86,94,3.22,LK,2023-10-15 17:39:20
443,launceston,147.1667,-41.45,10.08,87,28,0.0,AU,2023-10-15 17:39:20
444,tazacorte,-17.9293,28.629,28.42,39,0,2.68,ES,2023-10-15 17:39:21
445,darhan,105.9228,49.4867,5.88,59,51,3.42,MN,2023-10-15 17:38:19
446,ad dilam,47.1627,23.9915,30.23,14,0,4.18,SA,2023-10-15 17:39:22
447,qom,50.8764,34.6401,19.93,36,22,2.17,IR,2023-10-15 17:39:22
448,al karamah,35.5792,31.9522,23.87,66,0,1.11,JO,2023-10-15 17:39:23
449,mount gambier,140.7667,-37.8333,9.92,64,76,5.98,AU,2023-10-15 17:39:23
450,hotan,79.9269,37.0997,15.48,23,100,1.68,CN,2023-10-15 17:39:24
451,motygino,94.7592,58.1831,5.99,79,100,2.68,RU,2023-10-15 17:39:24
452,fria,-13.5833,10.4167,25.68,93,100,0.73,GN,2023-10-15 17:39:25
453,agri,43.1667,39.6667,11.38,57,79,1.87,TR,2023-10-15 17:39:25
454,malvan,73.4667,16.0667,26.03,86,39,1.77,IN,2023-10-15 17:39:26
455,kiunga,141.2906,-6.1219,24.21,94,100,1.26,PG,2023-10-15 17:39:26
456,crixas,-49.9692,-14.5489,33.5,29,75,2.76,BR,2023-10-15 17:39:27
457,burnie,145.9167,-41.0667,9.14,60,28,6.34,AU,2023-10-15 17:39:27
458,strugi-krasnyye,29.1114,58.2675,4.94,92,53,3.45,RU,2023-10-15 17:39:28
459,argostolion,20.489,38.1811,20.97,53,0,0.83,GR,2023-10-15 17:39:28
460,greenville,-77.3663,35.6127,16.18,69,100,1.54,US,2023-10-15 17:35:10
461,saint-joseph,55.6167,-21.3667,22.21,85,32,0.5,RE,2023-10-15 17:39:29
462,leava,-178.1667,-14.3,26.86,77,89,8.68,WF,2023-10-15 17:39:30
463,lubang,120.124,13.8584,27.8,78,96,5.57,PH,2023-10-15 17:39:30
464,walvis bay,14.5053,-22.9575,13.94,94,0,3.09,NA,2023-10-15 17:39:31
465,caldwell,-116.6874,43.6629,27.93,27,0,4.63,US,2023-10-15 17:37:19
466,lorengau,147.2712,-2.0226,28.53,74,100,2.37,PG,2023-10-15 17:39:32
467,la cruz,-106.9,23.9167,30.82,67,0,4.05,MX,2023-10-15 17:39:32
468,nevel',29.9284,56.0209,9.89,76,75,4.4,RU,2023-10-15 17:39:33
469,buka,69.1986,40.8108,9.75,40,36,1.59,UZ,2023-10-15 17:39:33
470,lejanias,-74.0216,3.5251,22.24,96,100,0.37,CO,2023-10-15 17:39:34
471,benjamin constant,-70.0311,-4.3831,31.07,70,40,3.09,BR,2023-10-15 17:39:34
472,chiredzi,31.6667,-21.05,22.33,69,100,1.41,ZW,2023-10-15 17:39:35
473,pocoes,-40.3653,-14.5297,20.44,71,5,4.24,BR,2023-10-15 17:39:35
474,moama,144.7833,-36.1167,12.21,77,74,8.14,AU,2023-10-15 17:39:36
475,ar rutbah,40.2848,33.0381,19.6,54,0,7.12,IQ,2023-10-15 17:39:36
476,vernon,-119.2691,50.2581,19.34,58,50,1.03,CA,2023-10-15 17:37:49
477,gaspe,-64.4819,48.8334,11.12,93,75,5.14,CA,2023-10-15 17:39:37
478,kenora,-94.4337,49.8167,16.54,44,0,4.63,CA,2023-10-15 17:39:37
479,mhamid,-5.72,29.82,25.31,22,88,1.59,MA,2023-10-15 17:39:38
480,broome,-75.833,42.2506,9.83,92,100,3.6,US,2023-10-15 17:37:40
481,lagoa,-27.9833,39.05,21.56,89,100,17.8,PT,2023-10-15 17:39:39
482,necochea,-58.7368,-38.5473,16.34,60,35,5.26,AR,2023-10-15 17:39:39
483,taltal,-70.4833,-25.4,17.16,74,46,1.86,CL,2023-10-15 17:39:40
484,daru,143.2092,-9.0763,25.94,82,79,5.77,PG,2023-10-15 17:39:40
485,prince albert,-105.7677,53.2001,13.97,44,75,5.14,CA,2023-10-15 17:39:41
486,lerwick,-1.1494,60.1545,6.0,71,76,4.3,GB,2023-10-15 17:39:41
487,chivhu,30.8922,-19.0211,18.64,68,100,4.58,ZW,2023-10-15 17:39:42
488,lanzhou,103.7922,36.0564,12.33,55,0,1.01,CN,2023-10-15 17:39:42
489,bayanhongor,100.1167,46.7167,-0.79,61,19,1.42,MN,2023-10-15 17:39:43
490,lisakovsk,62.4936,52.5369,10.61,79,89,6.24,KZ,2023-10-15 17:39:43
491,ulaangom,92.0667,49.9811,5.21,52,100,0.6,MN,2023-10-15 17:39:44
492,lubango,13.4925,-14.9172,16.92,63,79,1.03,AO,2023-10-15 17:39:44
493,antsiranana,49.2917,-12.2787,22.86,91,30,3.0,MG,2023-10-15 17:39:45
494,serinyol,36.2123,36.3556,18.79,93,40,4.63,TR,2023-10-15 17:39:45
495,san julian,-102.1667,21.0167,21.85,52,100,3.42,MX,2023-10-15 17:39:46
496,byron bay,153.6167,-28.65,25.95,57,1,6.04,AU,2023-10-15 17:39:46
497,monrovia,-10.7969,6.3005,24.87,88,100,3.35,LR,2023-10-15 17:39:47
498,icmeler,29.3089,40.8464,19.08,77,0,2.06,TR,2023-10-15 17:39:47
499,the pas,-101.2541,53.8251,15.01,47,0,3.6,CA,2023-10-15 17:39:48
500,queenstown,26.8753,-31.8976,11.78,87,100,4.42,ZA,2023-10-15 17:39:01
501,banda aceh,95.3222,5.5577,25.99,83,100,5.24,ID,2023-10-15 17:39:49
502,barra dos coqueiros,-37.0386,-10.9089,27.01,65,20,5.14,BR,2023-10-15 17:39:50
503,verkhnevilyuysk,120.3167,63.4453,-10.59,79,100,1.79,RU,2023-10-15 17:39:50
504,connellsville,-79.5895,40.0178,12.4,70,100,2.24,US,2023-10-15 17:39:51
505,corner brook,-57.9484,48.9667,11.09,90,74,0.85,CA,2023-10-15 17:36:07
506,tionk essil,-16.5217,12.7856,28.03,85,98,2.33,SN,2023-10-15 17:39:52
507,tan-tan,-11.1032,28.438,22.44,75,99,2.31,MA,2023-10-15 17:39:53
508,ambon,128.1814,-3.6954,27.71,95,40,2.06,ID,2023-10-15 17:39:53
509,okha,142.9478,53.5739,8.83,90,99,8.25,RU,2023-10-15 17:39:54
510,thai binh,106.3333,20.45,22.37,84,96,3.36,VN,2023-10-15 17:39:54
511,flekkefjord,6.6607,58.2971,6.08,80,73,5.3,NO,2023-10-15 17:39:55
512,suva,178.4415,-18.1416,26.71,69,75,4.12,FJ,2023-10-15 17:39:55
513,pensilvania,-76.9057,40.2724,14.36,63,40,5.66,US,2023-10-15 17:39:56
514,salaqi,110.5108,40.5414,10.07,43,2,2.42,CN,2023-10-15 17:39:56
515,sergeyevka,67.4158,53.88,8.72,73,100,5.51,KZ,2023-10-15 17:39:56
516,tucuma,-50.05,-0.1833,28.09,73,99,5.25,BR,2023-10-15 17:35:04
517,puerto baquerizo moreno,-89.6,-0.9,27.55,69,40,4.63,EC,2023-10-15 17:39:57
518,puerto quijarro,-57.7667,-17.7833,35.82,27,75,0.75,BO,2023-10-15 17:39:58
519,aleg,-13.9209,17.0481,35.11,12,0,3.17,MR,2023-10-15 17:39:58
520,mawlaik,94.4167,23.6333,20.95,93,1,0.19,MM,2023-10-15 17:39:59
521,acapulco de juarez,-99.8901,16.8634,30.9,74,100,2.06,MX,2023-10-15 17:37:02
522,xinyuan,99.0,37.3,-5.17,60,36,1.27,CN,2023-10-15 17:40:00
523,polyarnyy,33.4478,69.1989,3.84,90,98,5.66,RU,2023-10-15 17:40:00
524,sorong,131.25,-0.8833,25.85,86,100,1.9,ID,2023-10-15 17:40:01
525,kharp,65.8081,66.8014,-1.17,98,100,2.76,RU,2023-10-15 17:40:02
526,sirte,16.5887,31.2089,22.81,63,0,2.75,LY,2023-10-15 17:40:03
527,veraval,70.3667,20.9,25.71,83,0,4.2,IN,2023-10-15 17:40:03
528,salinopolis,-47.3561,-0.6136,27.17,81,28,6.95,BR,2023-10-15 17:37:45
529,makushino,67.2442,55.2103,7.68,82,99,5.38,RU,2023-10-15 17:40:05
530,carbonear,-53.2148,47.7332,12.92,84,100,3.49,CA,2023-10-15 17:40:05
531,cannonvale,148.7,-20.2833,22.66,67,22,1.56,AU,2023-10-15 17:40:06
532,flin flon,-101.865,54.7682,12.91,58,20,2.06,CA,2023-10-15 17:40:06
533,pelabuhanratu,106.5514,-6.9875,25.31,86,93,1.33,ID,2023-10-15 17:40:07
534,dakhla,-15.958,23.6848,25.01,61,100,5.14,EH,2023-10-15 17:40:07
535,byalynichy,29.7126,53.9983,6.94,68,100,3.69,BY,2023-10-15 17:40:08
536,paphos,32.4167,34.7667,19.88,77,40,1.03,CY,2023-10-15 17:40:08
537,marsa alam,34.8918,25.0757,26.15,49,0,3.66,EG,2023-10-15 17:40:09
538,murzuq,13.9184,25.9155,22.86,23,0,2.48,LY,2023-10-15 17:40:09
539,callao,-77.15,-12.0667,24.29,73,100,5.66,PE,2023-10-15 17:40:10
540,al jubayl,49.6583,27.0112,30.22,49,0,3.04,SA,2023-10-15 17:40:10
541,grand falls-windsor,-55.6649,48.9332,11.95,80,89,2.27,CA,2023-10-15 17:40:11
542,san patricio,-97.5169,28.017,27.97,25,0,7.12,US,2023-10-15 17:40:11
543,kemijarvi,27.4306,66.7131,0.85,98,100,3.81,FI,2023-10-15 17:40:12
544,neryungri,124.6491,56.6709,-9.31,98,68,0.64,RU,2023-10-15 17:40:12
545,salinas,-121.6555,36.6777,32.77,59,0,6.69,US,2023-10-15 17:35:27
546,coquimbo,-71.3436,-29.9533,15.85,72,0,5.14,CL,2023-10-15 17:40:13
547,horta,-28.6333,38.5333,22.23,91,100,11.62,PT,2023-10-15 17:40:14
548,bonthe,-12.505,7.5264,25.86,87,92,2.47,SL,2023-10-15 17:37:50
549,selfoss,-20.9971,63.9331,6.69,90,100,5.89,IS,2023-10-15 17:40:15
550,yuzhno-kurilsk,145.8556,44.0306,14.1,69,100,4.05,RU,2023-10-15 17:40:15
551,mingguang,117.9638,32.7802,16.94,63,0,1.15,CN,2023-10-15 17:40:16
552,'ain el turk,-0.7693,35.7438,19.5,72,0,1.54,DZ,2023-10-15 17:40:16
553,luwuk,122.7875,-0.9516,25.15,84,12,2.13,ID,2023-10-15 17:40:17
554,dolores,-57.6792,-36.3132,14.09,75,0,5.34,AR,2023-10-15 17:40:17
555,jumla,82.1838,29.2747,7.34,86,67,1.45,NP,2023-10-15 17:39:03
556,vilhena,-60.1458,-12.7406,32.12,48,20,1.03,BR,2023-10-15 17:39:34
557,extrema,-46.3183,-22.8547,19.39,94,18,1.94,BR,2023-10-15 17:40:19
558,shingu,135.9833,33.7333,15.99,83,0,2.91,JP,2023-10-15 17:40:19
559,inhumas,-49.4961,-16.3578,31.85,55,58,0.28,BR,2023-10-15 17:40:20
560,monforte de lemos,-7.5142,42.5216,15.87,90,100,0.93,ES,2023-10-15 17:40:20
561,selkirk,-96.8845,50.1436,16.15,52,6,2.24,CA,2023-10-15 17:40:21
562,dauphin,-100.0502,51.1494,14.08,54,0,1.03,CA,2023-10-15 17:40:21
563,melfort,-104.6177,52.8667,13.07,44,61,6.69,CA,2023-10-15 17:40:22
564,katabu,122.5167,-4.9333,23.76,86,48,1.73,ID,2023-10-15 17:40:22
565,el calafate,-72.2768,-50.3408,8.32,61,58,5.97,AR,2023-10-15 17:40:23
566,gereida,25.1414,11.2811,30.31,26,100,2.69,SD,2023-10-15 17:40:23
